nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15  S2L16
2733  0.26  0.23  0.01  0.26  0.36  0.02  0.22  0.36  0.26  0.46  0.35  0.33  0.00  0.63  0.37  0.22  
2734  0.19  0.41  0.05  0.56  0.31  -0.04  0.15  0.58  0.31  0.41  0.52  0.31  0.13  0.32  0.24  0.17  
2735  0.04  0.45  0.28  0.12  0.32  0.21  0.23  0.31  0.48  0.26  0.34  0.46  0.00  0.63  0.27  -0.03  
2736  0.26  0.21  0.15  0.25  0.28  0.18  0.20  0.38  0.26  0.31  0.12  0.34  0.12  0.33  0.32  0.03  
2737  0.18  0.27  0.30  0.05  0.24  -0.06  0.23  0.35  0.30  0.19  0.34  0.52  0.01  0.43  0.34  0.07  
2738  0.19  0.26  0.29  0.32  0.29  0.06  0.38  0.36  0.30  0.38  0.11  0.46  -0.00  0.33  0.38  -0.05  
2739  0.04  0.63  0.30  0.11  0.37  -0.00  0.25  0.29  0.26  0.25  0.21  0.46  0.08  0.48  0.37  0.16  
2740  0.27  0.45  0.21  0.41  0.33  0.04  0.27  0.39  0.40  0.37  0.35  0.36  0.11  0.34  0.48  0.20  
2742  0.14  0.24  0.10  0.16  0.38  0.07  0.16  0.45  0.34  0.46  0.29  0.45  0.06  0.34  0.34  0.16  
2744  0.10  0.25  0.16  0.06  0.12  0.09  0.18  0.32  0.16  0.19  0.21  0.22  0.24  0.40  0.28  0.16  
2745  0.15  0.32  0.31  0.16  0.15  0.12  0.17  0.54  0.33  0.55  0.31  0.32  0.14  0.59  0.21  0.13  
2746  0.19  0.44  0.10  0.13  0.29  0.10  0.17  0.48  0.29  0.37  0.37  0.50  0.06  0.36  0.32  0.17  
2747  0.21  0.17  0.13  -0.06  0.21  0.15  0.24  0.40  0.23  0.44  0.05  0.36  0.04  0.54  0.44  0.09  
2748  0.26  0.29  0.18  0.19  0.08  0.09  0.24  0.40  0.29  0.27  0.11  0.31  -0.02  0.66  0.49  0.07  
2749  0.18  0.27  0.14  0.31  0.36  0.22  0.30  0.39  0.31  0.31  0.29  0.36  0.03  0.43  0.40  0.12  
2750  0.22  0.40  0.14  0.03  0.18  0.00  0.20  0.34  0.57  0.42  0.17  0.40  0.10  0.29  0.48  0.19  
2751  0.10  0.32  0.27  0.10  0.24  -0.02  0.22  0.31  0.24  0.30  0.29  0.48  0.08  0.45  0.34  0.11  
2752  -0.03  0.33  0.19  0.17  0.17  0.21  0.30  0.38  0.36  0.21  0.17  0.33  0.07  0.39  0.49  0.14  
2753  0.25  0.41  0.03  0.13  0.43  0.07  0.31  0.36  0.27  0.44  0.32  0.17  0.03  0.52  0.43  -0.04  
2754  0.09  0.44  0.16  0.24  0.35  0.21  0.25  0.43  0.44  0.40  0.33  0.52  0.03  0.38  0.46  0.23  
2755  0.08  0.44  0.12  0.06  0.26  0.28  0.24  0.37  0.44  0.36  0.45  0.50  0.04  0.37  0.31  0.20  
2756  0.19  0.20  0.21  0.25  0.45  0.05  0.27  0.26  0.28  0.50  0.22  0.33  -0.15  0.52  0.59  0.20  
2758  0.14  0.31  0.23  0.21  0.18  0.07  0.21  0.38  0.23  0.47  0.23  0.43  0.02  0.46  0.47  0.19  
2759  0.03  0.33  0.17  0.16  0.10  0.01  0.41  0.21  0.44  0.40  0.34  0.17  0.07  0.57  0.38  0.17  
2760  0.13  0.34  0.26  0.34  0.15  0.07  0.24  0.34  0.27  0.35  0.45  0.58  0.16  0.47  0.47  0.18  
2761  0.22  0.35  -0.02  0.17  0.62  -0.12  0.35  0.56  0.23  0.42  0.35  0.45  -0.07  0.28  0.50  -0.05  
2762  0.39  0.15  0.29  0.25  0.32  0.25  0.36  0.50  0.41  0.40  0.33  0.57  0.11  0.57  0.22  0.15  
2763  0.13  0.37  0.10  0.25  0.42  0.19  0.31  0.29  0.34  0.27  0.32  0.33  0.00  0.52  0.33  0.14  
2764  0.15  0.40  0.20  0.21  0.22  0.15  0.30  0.35  0.36  0.31  0.27  0.29  0.05  0.45  0.33  0.01  
2765  0.24  0.28  0.17  0.11  0.23  0.00  0.34  0.41  0.32  0.38  0.20  0.49  0.06  0.36  0.43  0.13  
2766  0.33  0.28  0.24  0.30  0.20  0.22  0.34  0.29  0.40  0.43  0.29  0.43  -0.07  0.55  0.50  0.06  
2767  0.06  0.39  0.02  0.42  0.26  0.14  0.30  0.29  0.31  0.38  0.43  0.45  0.04  0.33  0.36  0.12  
2768  0.11  0.30  0.16  0.31  0.26  0.10  0.47  0.35  0.33  0.35  0.31  0.57  0.17  0.39  0.44  -0.03  
2769  -0.01  0.24  0.16  0.22  0.34  0.12  0.19  0.47  0.30  0.37  0.29  0.57  0.03  0.26  0.44  0.20  
2770  0.09  0.18  0.21  0.22  0.41  0.26  0.28  0.34  0.37  0.41  0.34  0.42  0.03  0.57  0.37  0.21  
2771  0.06  0.27  0.09  0.26  0.20  -0.01  0.14  0.43  0.30  0.55  0.34  0.48  0.11  0.53  0.42  0.10  
2772  -0.12  0.17  0.07  0.17  -0.08  0.07  0.28  0.36  0.32  0.33  0.13  0.31  0.03  0.33  0.14  0.37  
2773  0.08  0.35  0.08  0.39  0.36  0.07  0.36  0.37  0.40  0.42  0.29  0.42  -0.00  0.44  0.27  0.21  
2775  0.11  0.30  0.14  0.37  0.24  0.27  0.13  0.28  0.36  0.55  0.29  0.39  0.11  0.47  0.18  0.06  
2776  0.13  0.30  -0.04  0.33  0.34  0.16  0.41  0.41  0.26  0.57  0.33  0.61  0.19  0.46  0.30  0.22  
2778  0.18  0.22  0.26  0.32  0.28  0.21  0.18  0.47  0.29  0.48  0.10  0.46  0.09  0.30  0.24  0.23  
2779  0.23  0.45  0.13  0.05  0.10  0.05  0.20  0.31  0.16  0.34  0.21  0.43  0.03  0.31  0.22  0.16  
2781  0.27  0.19  0.20  0.09  0.33  0.05  0.25  0.37  0.39  0.33  0.28  0.46  0.11  0.44  0.23  0.23  
2782  0.20  0.23  0.14  0.22  0.17  0.07  0.26  0.18  0.40  0.18  0.20  0.53  0.01  0.43  0.28  0.13  
2783  0.21  0.24  0.28  0.29  0.33  0.06  0.28  0.45  0.33  0.56  0.21  0.39  0.14  0.27  0.27  0.14  
2784  0.19  0.38  0.07  0.35  0.29  0.27  0.12  0.57  0.34  0.37  0.44  0.46  0.09  0.57  0.29  0.18  
2788  0.03  0.17  0.06  0.28  0.33  0.00  0.24  0.48  0.31  0.34  0.40  0.48  0.13  0.33  0.10  0.09  
2789  0.22  0.33  0.04  0.25  0.29  0.02  0.18  0.32  0.29  0.30  0.28  0.40  0.09  0.46  0.26  0.10  
2790  0.22  0.34  0.12  0.28  0.28  0.04  0.21  0.37  0.32  0.46  0.27  0.42  0.06  0.42  0.24  0.17  
2791  0.31  0.42  0.29  0.11  0.29  0.02  0.23  0.10  0.38  0.18  0.55  0.63  0.18  0.40  0.23  0.15  
2792  0.24  0.37  0.12  0.28  0.26  0.00  0.19  0.34  0.35  0.46  0.27  0.42  0.06  0.41  0.28  0.20  
2796  0.28  0.35  0.12  0.24  0.21  -0.03  0.21  0.35  0.33  0.52  0.21  0.25  0.08  0.40  0.39  0.19  
2797  0.25  0.32  0.11  0.23  0.26  -0.01  0.22  0.33  0.36  0.46  0.21  0.32  0.08  0.44  0.35  0.16  
2798  0.22  0.37  0.06  0.26  0.22  0.02  0.22  0.35  0.29  0.46  0.25  0.20  0.05  0.48  0.31  0.22  
2799  0.22  0.37  0.16  0.26  0.25  0.03  0.18  0.35  0.35  0.45  0.24  0.29  0.09  0.40  0.37  0.21  
2800  0.26  0.41  0.16  0.27  0.24  -0.02  0.14  0.35  0.33  0.47  0.23  0.27  0.05  0.40  0.35  0.18  
2801  0.32  0.40  0.12  0.20  0.13  -0.03  0.21  0.25  0.35  0.48  0.22  0.39  0.02  0.42  0.43  0.16  
2803  0.24  0.36  0.14  0.27  0.27  0.01  0.23  0.32  0.35  0.45  0.23  0.30  0.10  0.41  0.37  0.17  
2804  0.27  0.34  0.18  0.29  0.27  0.00  0.20  0.35  0.34  0.49  0.20  0.25  0.05  0.45  0.36  0.16  
2805  0.21  0.35  0.14  0.26  0.21  -0.04  0.21  0.34  0.37  0.47  0.18  0.35  0.02  0.40  0.35  0.17  
2806  0.21  0.35  0.14  0.26  0.27  0.01  0.18  0.36  0.37  0.44  0.25  0.27  0.07  0.41  0.35  0.19  
2807  0.27  0.36  0.15  0.27  0.24  0.02  0.20  0.35  0.34  0.49  0.22  0.27  0.05  0.42  0.37  0.19  
2808  0.24  0.30  0.11  0.27  0.20  -0.05  0.20  0.39  0.31  0.45  0.24  0.27  0.02  0.39  0.45  0.20  
2810  0.31  0.11  0.16  0.16  0.06  -0.08  0.18  0.21  0.30  0.12  0.25  0.36  0.10  0.37  0.46  0.23  
2811  0.31  0.07  0.11  0.25  0.15  -0.08  0.36  0.22  0.25  0.35  0.30  0.51  0.06  0.61  0.28  0.01  
2812  0.21  0.21  0.16  0.26  0.26  -0.08  0.23  0.46  0.53  0.42  0.32  0.49  0.15  0.52  0.47  0.21  
2813  0.22  0.26  0.09  0.10  0.29  0.14  0.35  0.47  0.41  0.33  0.34  0.39  0.14  0.47  0.45  0.20  
2814  0.20  0.27  0.21  0.07  0.31  -0.00  0.28  0.43  0.22  0.35  0.39  0.49  -0.03  0.47  0.26  0.15  
2815  0.17  0.28  0.23  0.45  0.09  0.09  0.25  0.33  0.47  0.27  0.24  0.30  0.11  0.47  0.33  0.01  
2816  0.32  0.37  0.23  0.17  0.27  0.18  0.16  0.29  0.29  0.39  0.48  0.42  0.14  0.20  0.41  0.05  
2818  0.37  0.35  0.29  0.09  0.38  0.32  0.61  0.50  0.44  0.25  0.63  0.28  -0.10  0.21  0.45  0.07  
2819  0.26  0.17  0.19  0.24  0.11  0.06  0.30  0.27  0.37  0.43  0.19  0.43  0.22  0.39  0.29  0.05  
2820  0.07  0.09  0.23  0.17  0.25  0.04  0.24  0.34  0.22  0.26  0.37  0.34  0.13  0.38  0.30  0.08  
2821  0.20  0.12  0.25  0.18  0.23  0.17  0.26  0.47  0.32  0.38  0.49  0.54  0.14  0.62  0.31  0.02  
2822  0.08  0.37  0.30  0.26  0.23  0.08  0.29  0.49  0.47  0.30  0.21  0.38  0.23  0.22  0.54  0.08  
2823  0.10  0.38  0.04  0.25  0.39  -0.01  0.39  0.45  0.31  0.52  0.47  0.57  0.07  0.39  0.37  0.12  
2824  0.04  0.15  0.06  0.25  0.30  0.06  0.30  0.59  0.39  0.61  0.31  0.65  0.13  0.46  0.24  0.19  
2825  0.23  0.42  -0.14  0.10  0.19  -0.21  0.40  0.29  0.24  0.40  0.38  0.22  0.08  0.54  0.47  0.12  
